references,language,eng_caption,image_id
Ŋutsu aɖe lé ati aɖe ɖe asi le avu aɖe si le tɔtrɔm la gbɔ.,ewe_Latn,A man is holding a stick beside a jumping dog .,173020287_230bfc4ffc.jpg
Yimɓe ardiiɓe nayi ɗon jooɗi dow nyaamdu bee go'o ɗon wolwdi dow maare.,fuv_Latn,Four judges are sitting at a table with the center left one speaking .,3643684044_a131168127.jpg
O munzangala ua mu kuenda mu njila.,kmb_Latn,A young boy is crawling through a white tube .,2510020918_b2ca0fb2aa.jpg
Avu etɔ̃ siwo le ƒuƒum le gbe me.,ewe_Latn,Three dogs running in a field of grass .,3677927146_1696f0b075.jpg
Aqjun azeggaɣ d azeggaɣ yettɛeddi deg uẓekka.,kab_Latn,A brown and white dog is running across the grass .,256292144_b53aadae27.jpg
Debbo ɗon nyaama leggal kalluɗum nder suudu nyaamdu.,fuv_Latn,A woman eating a large fish in a restaurant .,3118425885_f0cc035032.jpg
የራግቢ ተጫዋቾች ቡድን በአረንጓዴ ሜዳ ላይ በተግባር ላይ .,amh_Ethi,A group of rugby players in action on a green field .,3380072636_4cd59385fd.jpg
Avuvi aɖe si ƒe amadede kɔ la le zɔzɔm le ƒuta.,ewe_Latn,A light-colored dog runs on the beach .,1057251835_6ded4ada9c.jpg
ራሱን በእጁ ላይ የሚያርፍ ሰው !,amh_Ethi,A man who is resting his head on his hand .,3282897060_8c584e2ce8.jpg
"Mɔgɔ minw be motow boli ka ɲɛ, u be lɔ ka lɔ ɲɔgɔndanw kan.",dyu_Latn,Riders on colorful motorcycles lean into a turn on a racetrack .,2899501488_90d5da5474.jpg
'n Groep van ses kinders staan glimlaggend en lag voor 'n muur .,afr_Latn,A group of six children stands smiling and laughing in front of a wall .,3242718240_3358f2d6e6.jpg
Muana mukese udi udia ne tshimpungu mu budimi ne muana mukuabu ne bantu babidi bakulumpe.,lua_Latn,"A young child plays with a hose in a field with another child , and two adults .",2055646179_169807fed4.jpg
Abantu babili balepanga ifitupa fya nyimbo pa cibansa.,bem_Latn,Two people perform on a stage with electric guitars .,3542425197_2ef81c6051.jpg
Abantu babiri beekalakaasizza mu nnimiro .,lug_Latn,Two people parachutes into a field .,155221027_b23a4331b7.jpg
ሴት ልጅ በኩሬ ውስጥ እያለች ከፀጉር ላይ ውሃ እየወንጭፈች ነው .,amh_Ethi,Girl slinging water out of hair while in a pool .,3341489212_a879e1544a.jpg
Ụmụ atọ nọ ọdụ n'elu steepụ.,ibo_Latn,Three children are sitting on the top of a staircase .,3486154327_8be7c78569.jpg
diiala dia kexile ku thandu dia mulundu.,kmb_Latn,a man stands on top of a mountain .,58357057_dea882479e.jpg
"Bambwa mibale oyo eza na libanda, moko azali na mabele pe moko azali kopumbwa na likolo mpona kozwa bale .",lin_Latn,"These two dogs are outside , with one on the ground and one jumping in the air to get a ball .",3696246123_99d4d10140.jpg
Hond en voël saam in water .,afr_Latn,Dog and bird together in water .,2696394827_7342ced36f.jpg
Nkịta ojii na-eji obi ụtọ na-agba ọsọ site na ahịhịa.,ibo_Latn,A black dog is happily running through the grass .,689776124_07f560a920.jpg
Mwana umwe mukweze ali nakushikama ha chihanda chakusuluka chize chajingilikile mu mbundu.,cjk_Latn,A little boy is sitting on a wet path covered in mud .,961189263_0990f3bcb5.jpg
Nyɛn tɔ̈ në pink ee rot jal tëëk në raan ye kek ya cuat thïn.,dik_Latn,A girl in pink runs through a sprinkler .,2787868417_810985234d.jpg
Abakinnyi batatu bakina umupira w'amaguru mu kibuga,kin_Latn,three boys play football in the grass .,2193223202_4d908c0450.jpg
'n Hond trotseer met 'n bal in sy mond .,afr_Latn,A dog trots with a ball in its mouth .,3009644534_992e9ea2a7.jpg
Bantu bavua benda mu njila bavua ne biamu bia mu Chine.,lua_Latn,People walking down street lined with Chinese lanterns .,3286822339_5535af6b93.jpg
Mũndũũme wa kĩsio kya kelĩ wĩyũmbanĩtye kũvĩta mũvĩla katĩ wa ĩthaũ.,kam_Latn,A quarterback ready to pass the football in the middle of a play .,241345770_9f8aa6723c.jpg
"Bantu zole vandaka kutambula na nzadi mosi, mpi na nima bo vandaka kutula kibaka mosi ya makulu.",kon_Latn,"Two people rafting down a river , a footbridge in the background .",2657484284_daa07a3a1b.jpg
Avuvi eve le sisim le ke dzi.,ewe_Latn,Two brown dogs are running on the sand .,488352274_9a22064cb3.jpg
Umugabo wambaye ishati idafite amaboko arimo gukora igikorwa cyo mu kirere ku rukuta rwa grafite.,kin_Latn,A man in a sleeveless shirt is performing an aerial stunt along a graffiti-covered wall .,3434526008_02359881a0.jpg
Otu nwoke nọ nso n'ebe a na-egwu egwuregwu na-ejide mkpara atọ n'ọkụ .,ibo_Latn,A man near a playground holding three sticks on fire .,539493423_9d7d1b77fa.jpg
Imbwa y'umukara n'umukara yashyize hanze amazi,kin_Latn,A black and brown dog shakes water off of itself .,473988700_570422001b.jpg
Obìnrin kan ń fọwọ́ kan erin ọkùnrin kan .,yor_Latn,A woman is petting a man 's elephant .,3163281186_e2f43dfb5f.jpg
Sin n yergazen n Asya yettɛeddun deg ubrid s tbeṭṭun tiɣafin tiɣellalin.,kab_Latn,Two asian men walking down the street holding red bags .,3347500603_13670ee6bf.jpg
Karnuka mai kauri da ya saka ƙafar rufi mai rufi yana gudu a cikin gona .,hau_Latn,A brown dog in a pink shirt runs through a field .,977856234_0d9caee7b2.jpg
Ẹnì kan tó ń ṣeré síkẹ́ẹ̀tì lórí àga onígi .,yor_Latn,Person skateboarding on a wooden bench .,3537920947_6c5a956f47.jpg
Abacaice abanono abalelisha inyimbo no kwimba ifyangalo fya ku kulisha.,bem_Latn,a group of young children performing song and playing instruments .,2650485780_29d89268d7.jpg
Yella win yettḥewwiṣen s tkeččit tazeggazt ɣef waman yeṭṭfen.,kab_Latn,Someone is kayaking in a yellow kayak over choppy waters .,2553619107_d382a820f9.jpg
"Mɔgɔ minw be tɛmɛ sanfɛyɔrɔw la, olu be tɛmɛ kɔlɔnw kɔnɔ.",dyu_Latn,Cross-country skiers are traveling through a snowy forest .,3264650118_be7df266e7.jpg
"Tameṭṭut tettḍerri s tkamera, argaz yettak-itt ɣef tmucuha-s.",kab_Latn,A woman lays down with a camera and a man leans back on her taking the picture .,3399944164_ec24123945.jpg
Muntu udi ne buôwa udi upuila nsongakaji wa nsongakaji basketball muaba udiye udia.,lua_Latn,Man holding a beer throws a basketball where a little girl is playing .,3318995586_c2bc50b92e.jpg
'N Seun doen truuks op sy fiets terwyl hy in die lug vlieg.,afr_Latn,A boy is doing tricks on his bike as he flies in the air .,3722507770_0d6cb7420e.jpg
Argaz-nni yesɛan asekkil deg tkeṛya deg usikel deg usebter n wedrar.,kab_Latn,The helmeted man on a bicycle in riding down a rocky trail .,3474985382_26e1560338.jpg
Olùkọ̀ kẹ̀kẹ́ kan ń sáré pẹ̀lú kẹ̀kẹ́ wọn nígbà tí ẹlòmíràn ń gun kẹ̀kẹ́ wọn .,yor_Latn,One biker is running with their bike while another is riding around them .,3060969260_08f43e4f4f.jpg
ሴት ዱላ በአየር ላይ እየያዘች ፣ ውሻ ግን እየዘለለች ነው !,amh_Ethi,"A woman is holding a stick in the air , while a dog jumps up .",2960033435_c20cc7399a.jpg
Umuhungu muto yiteguye gukubita inkoni ye ya baseball.,kin_Latn,A young boy gets ready to swing his baseball bat .,2774430374_fee1d793e7.jpg
Otu nwoke na-slouching na a ndina na ndị mmadụ na-eje ije na-anọdụ gburugburu ya.,ibo_Latn,A man is slouching on a couch with people walking and sitting around him .,3369258147_03db257f0f.jpg
Raan ë windsurf bɛ̈n cuat wïïr në wïïr.,dik_Latn,A windsurfer falls off his boat in the ocean .,2935649082_1ca60180c6.jpg
Ajá aláwọ̀ dúdú kan ní kóònù ice cream ní ẹnu rẹ̀ .,yor_Latn,A black dog has an ice cream cone in its mouth .,2735290454_1bd8bc5eac.jpg
Mũirĩtu ũmwe warĩ mũnini nĩ aambatire rũthingo rwa kũhaica indo thĩinĩ.,kik_Latn,A young girl ascends an indoor climbing wall .,2471447879_6554cefb16.jpg
Karnuka suna cikin ruwa.,hau_Latn,A dog is in the water .,2524003134_580e74328b.jpg
Wani mutum mai duhu yana buga ƙara a kan titi .,hau_Latn,A dark skinned man plays a blue guitar on the street .,3499720588_c32590108e.jpg
Syana ilĩ syĩ na iivũ sya kũthambĩa syathĩtwe kĩw'ũnĩ kĩthũku.,kam_Latn,Two boys with blue swim caps in the murky water .,2866529477_7e0c053ebc.jpg
Sukaaɓe ɗiɗo ɓornotooɓe ɓorɗe ɓorɗe e ɓorɗe e ɓe ɗon foto nder suudu,fuv_Latn,Two warmly dress girls posing for a picture outdoors,3121521593_18f0ec14f7.jpg
Ana kiiadi a mu tonoka ni bola ia jikolo.,kmb_Latn,Two young children play with colored balls .,820169182_f5e78d7d19.jpg
Mɔgɔ min be jii kan.,dyu_Latn,A person on a waterski .,2426215757_e008a91fcb.jpg
Mwana-bakala mosi ya vandaka kulwata velo ya lutaninu vandaka kutina na piscine.,kon_Latn,A little boy in a life jacket jumping into a pool .,2596514158_c516e57974.jpg
Bana-babakala zole ya fioti yina lwataka bamvindu ya kitoko vandaka na ntoto mosi ya mpembe ya mbwaki.,kon_Latn,Two small boys dressed in tuxedos sitting on a red carpeted floor .,2638981862_6b23833f37.jpg
Asue elĩ mathũkũmaa na mũvĩla wa tenisi kĩthimanĩ.,kam_Latn,Two dogs play with a tennis ball in the snow .,412101267_7257e6d8c0.jpg
Wulu be lɔ ka kasi.,dyu_Latn,Dog standing in snow barking .,3189251454_03b76c2e92.jpg
Ciin koor ë cath mathiäŋ në path yic.,dik_Latn,A young girl rides on a horse through a trail .,2959500257_3621429a37.jpg
Kudi muntu udi wenda ujinga mu musulu ne mitshi ku luseke luende.,lua_Latn,There is a man fly fishing in a river with trees behind him .,3717531382_e1e05e22c5.jpg
Mwasi moko asimbi bebe oyo alati maneti ya moyi.,lin_Latn,A woman is holding onto a baby wearing who is wearing sunglasses .,700884207_d3ec546494.jpg
Aqcic yettḥessun deg wedfel yessa-d asfel d takart n LL Bean tazeɣt.,kab_Latn,A winking boy in the snow wears a helmet and an orange LL Bean jacket .,2131762850_5293a288d9.jpg
"Muntu uvua wenda pa mâyi pa tshialu tshimue, ushala ne tshianza tshimue ku tshianza.",lua_Latn,"A man riding the water on a single board , holding on to a support with one hand .",3413973568_6630e5cdac.jpg
Nyɔnuvi aɖe le foto ɖem ɖe ŋutsu aɖe kple nyɔnuvi aɖe ŋu le keke si ŋu wowɔ atsyɔ̃ ɖo la dzi.,ewe_Latn,A girl is taking a picture of a girl and guy on a colorfully decorated pink bike .,2064792226_97e41d8167.jpg
Mobali moko alati masque mpe alati robe ya Père Noël .,lin_Latn,A man in a mask and wearing a Santa Claus suit .,3106223494_52d4d2d75d.jpg
አንድ ጊታሪስት በማይክሮፎን ፊት ሲጫወት ወንድና ወንድ ሲጨፍሩ ሴት ደግሞ አጠገቧ ቆመዋል ።,amh_Ethi,"A guitarist sits playing before microphones , while a man and a boy dance and a woman stands by .",1461667284_041c8a2475.jpg
Omusajja alina enkuufiira eya bbulu ng'alina ekyuma ekikuba omutwe ng'ayimiridde mu mpuku .,lug_Latn,A man with a blue hat with a headlamp on it is standing in a cave .,326334188_8850b7bfd4.jpg
Bambwa bazali kobenda moto na sled na nɛjɛ.,lin_Latn,Dogs are pulling a person on a sled in the snow .,3261493263_381a4c5cc7.jpg
Raan ku tiŋ cï meth muk aa nyuc piiny.,dik_Latn,A woman and a man holding a child sit on steps .,2061927950_dafba5b8a3.jpg
Umugore wambaye imyenda y'imbuto y',kin_Latn,A woman wearing a floral dress sits as a finger is pointed at her .,2814037463_74de97da86.jpg
3 Bana mibali bazali kobeta ndembo,lin_Latn,Three boys playing soccer .,1771490732_0ab5f029ac.jpg
Mũndũrũme wĩ na nguo njerũ ya ninja na mũhumba agĩthaka gitarata.,kik_Latn,A man is a black ninja suit with a mask is playing a guitar .,3230132205_dccfafa5ee.jpg
የእግር ኳስ ተጫዋቾች በዳኞች ዙሪያ ይሰበሰባሉ .,amh_Ethi,Football players gather around the referees .,241347204_007d83e252.jpg
ቡናማና ጥቁር ውሻ በሣር የተሸፈነ ሜዳ ላይ ሲሮጥ,amh_Ethi,a brown and black dog running across a grassy field,2222498879_9e82a100ab.jpg
Skateboarder e ɓooyma ɓaleere e ɓaleere e waɗugo ollie nder nokkuure ɓaleere.,fuv_Latn,Skateboarder with black and white hat performing an ollie in a skate park .,3550763985_800cfee7e4.jpg
man en vrou juig,afr_Latn,man and woman cheering,3006926228_cf3c067b3e.jpg
Sin n warrac ttḥewwin ɣer yiwet n tmeslayt tamɣart.,kab_Latn,Two kids slide down a giant inflatable slide .,537758332_8beb9cf522.jpg
Omulenzi omuto nga yeetegekera okukuba pinata n'omupiira gwa bbulu .,lug_Latn,A young boy is getting ready to hit a pinata with a blue baseball bat .,412082368_371df946b3.jpg
Abantu batatu abalepita pa skis bali pa cishibilo ca kuti abantu tabalingile ukulalukusha pali skis.,bem_Latn,Three people on skis are standing behind a no skiing sign .,2255685792_f70474c6db.jpg
ውሻ ከጅረት ላይ ዘለለ ።,amh_Ethi,A dog jumps out of a creek .,3411595210_8e0893b266.jpg
Kɔc karou aa cath në jeth-ski ɣer ku ɣer.,dik_Latn,Two men are riding a blue and white jet ski .,2856923934_6eb8832c9a.jpg
"""ADHD"" t-shirt",lug_Latn,"Young boy with a black "" ADHD "" t-shirt nodding off",1253275679_e955fb7304.jpg
Raan cï kɔ̈ɔ̈c kɔ̈ɔ̈c kɔ̈ɔ̈c kɔ̈ɔ̈c kɔ̈ɔ̈c kɔ̈ɔ̈c kɔ̈ɔ̈c kɔ,dik_Latn,A person standing behind two dogs interacting with one another .,2004674713_2883e63c67.jpg
"Yimɓe ɗon njogga kayak ɓerɗe ndun, kayak ndun ɗon ɓerɗe ndun.",fuv_Latn,"Man paddles red kayak , orange kayak in background .",3563673070_71fa0903ed.jpg
Uyu muntu aleloba pa lulamba lwa menshi.,bem_Latn,The man is fishing at the water 's edge .,525863257_053333e612.jpg
Ekibinja ky'abantu nga balaba omusajja ng'ayimiridde ku ntebe ng'ayambadde ekyapa .,lug_Latn,A group of people watch a man standing on a stool dressed in a thong .,416788726_5b4eb1466e.jpg
ሰዎች አግዳሚ ወንበሮች ላይ ቁጭ አሉ .,amh_Ethi,People sit on benches .,1235681222_819231767a.jpg
Aajït kɔ̈k ku ɣer ee riŋ wïïr,dik_Latn,A brown and white dog running into the water,2405978603_6221b0c2e7.jpg
Saí diiala ni muhatu a zuata kála jipelêzu ni xiku dia ngoji.,kmb_Latn,A man and a woman dressed as a prisoner and sexy police officer .,3090600019_8808fe7a9d.jpg
A biker on a dirt path .,lug_Latn,A biker on a dirt path .,2623496164_68ffeb5067.jpg
Wulujɛbaga dɔ be nɛgɛtigɛbana dɔ kɛra.,dyu_Latn,A black and white dog is performing tricks on a course .,3333675897_0043f992d3.jpg
Muana wa balume udi wenza mudimu ne tshiamu tshia tshiamu mu bianza biende.,lua_Latn,A boy is posing with a metal ladle in each hand .,3701226275_952547ba0f.jpg
"Ọmọkùnrin kan tí ó wọ ṣẹ́ẹ̀tì aláwọ̀ búlúù , aláwọ̀ òféèfé àti ọsàn tí ó gbé apá rẹ̀ jáde kúrò lẹ́gbẹ̀ẹ́ rẹ̀ .",yor_Latn,"A boy in a blue , yellow , and orange shirt holding his arms out from his sides .",169490297_b6ff13632a.jpg
Visa wa mũndũ mũsmĩku ũũngamĩte ũtee wa ũkũta.,kam_Latn,Pictures on a white brick wall with a smiling man standing in front of the wall .,2788945468_74a9618cfa.jpg
Cɛ kelen be yɛlɛla k'a sɔrɔ cɛ wɛrɛ b'a fo a teen na. Cɛ fila bɛɛ be fani don,dyu_Latn,"One men is laughing while being kissed on the cheek by another man , both men are wearing formal wear",133189853_811de6ab2a.jpg
Ndị mmadụ na-enyocha ngwá ahịa ahụ n'ụlọikwuu na ngosi nka .,ibo_Latn,People examine the merchandise in a tent at a crafts fair .,501520507_c86f805ab8.jpg
"Mũndũrũme ũmwe, ũikarĩte thĩ, arutaga kairĩtu irio.",kik_Latn,"A man , seated , serves food to a little girl .",191003287_2915c11d8e.jpg
Suka debbo nder limce ɓaleere ɗon fota ballol bulu.,fuv_Latn,A little girl in a pink shirt kicks a blue ball .,3672940355_47f30e2b28.jpg
በቆሻሻ መንገድ ላይ የሚሯሯጡ መኪኖች,amh_Ethi,Cars racing on a dirt track,166654939_80ea4ddbcc.jpg
Àwọn ọmọ méjì tí wọ́n wà nínú igi aláwọ̀ ewé .,yor_Latn,Two kids in a green tree .,1808504612_3508f3c9bb.jpg
Moto moko azali kokita na nse ya ngomba oyo ezali likoló ya mbu.,lin_Latn,A man is abseiling down a cliff over the ocean .,2255338013_566127590b.jpg
"Mu ku bhita kithangana, maiala aiadi a mu bhânga.",kmb_Latn,Two men are wrestling in a competition .,3205336477_037d4b6bd9.jpg
Karen yana riƙe da ƙwaƙwalwa a bakinsa .,hau_Latn,The dog is holding a stuffed toy in his mouth .,442220883_ff3d6e507f.jpg
Kikuatekesu phala o tuana,kmb_Latn,Brown puppy biting pole,3228069008_edb2961fc4.jpg
Aajït kɔ̈k cï rɔt nhial,dik_Latn,A brown dog jumping in the air,3439414478_8038ba9409.jpg
Mutane suna fitar da wuta .,hau_Latn,People putting out a fire .,381052465_722e00807b.jpg
Moto oyo azali kopota mbangu na piste .,lin_Latn,A man running on a track .,3111208043_dbe8e87fa1.jpg
Mũndũũme wĩ kĩng'ee ekĩĩte kĩkavũ na ĩkoti yĩ na ĩkoti ekĩte kũũngama kĩthekanĩ kya ngalĩ,kam_Latn,A bearded man wearing a denim jacket and a hat sits on a park bench,441817653_fbdf83060b.jpg
ፊቱ ላይ ቡናማ ቀለም ያለው ጥቁር ውሻ እየዋኘ ነው .,amh_Ethi,A black dog with brown on his face is swimming .,3070011270_390e597783.jpg
Omwana ayambadde nga Spiderman ng'akuba enduulu ku luggi .,lug_Latn,A child that is dressed as Spiderman is ringing the doorbell .,1814391289_83a1eb71d3.jpg
Umwaume uwaba ne lukungu ulwakutamba katara wa buluu mu musebo.,bem_Latn,A dark skinned man plays a blue guitar on the street .,3499720588_c32590108e.jpg
Kanbelen dɔ tun be fani bilenman don a ka sanbɛrɛ kan.,dyu_Latn,A young boy in red leaping into sand at a playground .,2249141510_f534708374.jpg
O jingombe jiiadi ja mu sunga diiala mu menha a talala.,kmb_Latn,Two oxen pulling a man through the muddy water .,3498482871_4e02f31c35.jpg
Muntu uvua wenda pa dikalu dia BMX uvua ne tshingu tshîpi ne mutekete uvua mu dikalu dia tshiji.,lua_Latn,A BMX bike rider in a black and red uniform on a dirt bike .,3415003392_139c0f3586.jpg
Amaruz yettḍeggu ɣer tama n tmesṭit s tkamra-s.,kab_Latn,A photographer kneels down next to the edge of a dock with his camera .,2678798732_2998f9969c.jpg
Umwana w'umuhungu yakubitaga umupira mu gituza,kin_Latn,A boy hitting a soccer ball with his chest .,1680126311_b92a2e8e72.jpg
Mutane suna wasan hoki .,hau_Latn,People playing hockey .,3354489242_dd529ffa1f.jpg
Mũndũ warĩ na ndigiri ya rangi wa mũrangi na mũndũ warĩ na ndĩra ya rangi wa karamu ya rangi wa rangi wa karamu gũkuhĩ na iria rĩarĩ rĩega,kik_Latn,A man in an orange kayak and a man in a blue kayak paddle around a beautiful lake .,2613889835_6f50a3b83b.jpg
Ifinja fya mu kanwa fyena fyali pa musebo wa mbwa.,bem_Latn,Muzzled greyhounds are racing along a dog track .,2903469015_a1e7d969c2.jpg
Aaj ke Doberman ke col ku ye rou aye bɛ̈n tëëk wïïr.,dik_Latn,A black and tan Doberman dog is jumping through some water .,2637959357_dd64a03efa.jpg
Muntu yina vandaka na velo na yandi salaka kitembo pene-pene ya nto mosi ya masa.,kon_Latn,The guy on his bike does a jump near a water fountain .,2685752892_9d5cd7f274.jpg
Umukashana uwaleenda pa nshi iyaba mu menshi.,bem_Latn,A girl in motion on snow-covered ground .,2198494923_8159551be4.jpg
Mbwa mosi ya kele ti makelele ke sala bansaka ti kima mosi ya kubula na masa ya ndombe,kon_Latn,A wrinkled dog playing with a pink chew toy,458735196_176e7df6b3.jpg
Masua ne bantu ne bintu biabu bidi mu mâyi.,lua_Latn,A boat with people and their belongings is in the water .,2744330402_824240184c.jpg
'N Figuur in blou klere loop in 'n voorportaal van die hotel rond.,afr_Latn,A figure in blue robes walks around in a hotel lobby .,688210930_85c5675d5b.jpg
ሁለት ውሾች በባህር ዳር ውሃ ላይ ሲጫወቱ,amh_Ethi,Two dogs playing in water on the beach,1425013325_bff69bc9da.jpg
Lëk ëny në piiny de tiim tɛ̈thiääk kek piiny de pïu.,dik_Latn,A baby crawls on a wood floor near a bottle of water .,2667549961_57e5e2c0a5.jpg
Umuntu ahagarara mu murima munini w'urubura.,kin_Latn,A person stands in a vast field of glacial ice .,321229104_3cbaf0f51c.jpg
Ŋutsu aɖe le tɔsisi aɖe ƒe dzogbe me le dzodzom.,ewe_Latn,A man is drilling through the frozen ice of a pond .,102351840_323e3de834.jpg
Muntu mosi ya ke tambusa velo yina ke na zulu ya zulu me katuka na lupangu mosi ya bo me fuluka ti graffiti.,kon_Latn,A cyclist airborne having jumped his bike off a graffiti covered ramp .,3662963630_8f097e38d4.jpg
Taqcict-nni yesεa taberrant.,kab_Latn,A blond-hair girl is eating a peach .,312427606_defa0dfaa8.jpg
አንዲት ሴት በፈረስ ላይ የተቀመጠች፣ በባህር ዳር ላይ የተቀመጠች ሴት !,amh_Ethi,"A woman on horseback , riding on the beach .",3272002857_ace031f564.jpg
Avu ene le ƒuƒu dzi yina ɖadi tenisbɔl aɖe eye evelia le tsitre ɖe megbe.,ewe_Latn,Four dogs run toward a tennis ball while another stands in the background .,2233426944_0959835ced.jpg
በቀይ መንሸራተቻ ላይ የሚንሸራተት ሰው በሁለት ዛፎች መካከል ወደ ታች እየገለበጠ ነው .,amh_Ethi,A skier on red skis is flipping upside down between two trees .,3353328134_dd9ed0edab.jpg
Mũirĩtu ũrĩ na kĩhingo kĩa maĩ thĩinĩ,kik_Latn,Girl with innertube in water,1398606571_f543f7698a.jpg
Andũ aingĩ mekalaa kĩwanzanĩ masyaĩĩsye iĩma.,kam_Latn,Group of people sitting in lounge chairs on patio looking at mountains .,3319338707_892ae2a660.jpg
Mutu umwe eji kuhanjika kuli pwevo uze eji kuvwalanga muka-kuzachila.,cjk_Latn,A man talks to a woman wearing a backpack .,2856699493_65edef80a1.jpg
Ƒuƒula aɖewo nɔ mɔ aɖe dzi tom.,ewe_Latn,Several cross-country skiers following a trail .,2271667421_7b21fc23b8.jpg
"Dogge marɗo, mo ɓeydi ɓeydi ɓeydi ɓeydi ɓeydi ɓeydi ɓeydi ɓeydi ɓeydi ɓeydi ɓey",fuv_Latn,"A brown , fluffy dog jumping into a swimming pool after a red toy .",1288909046_d2b2b62607.jpg
Abakinnyi babiri b'Ikipe y'Igihugu Amavubi banyura mu kibuga cy'indege,kin_Latn,Two motor-cross riders race through dirty snow .,3149804151_1cc8d10783.jpg
Ngũkũ yĩ na ĩng 'ei kanyw'anĩ.,kam_Latn,A dog running with a toy in his mouth .,2243904502_2d265fed80.jpg
O mbua ia mutundu ua kaphemba ua mu zonda ni mbua ia mundele.,kmb_Latn,A brown dog is jumping up at a black and white dog .,3295452057_0c987f895f.jpg
Otu nwoke nọ n'obere kayak na-ese n'elu osimiri ahụ.,ibo_Latn,A man in a small kayak is floating down the river .,2087317114_cf06df5aa5.jpg
Mũndũrũme wĩ na nguo cia rangi wa rangi wa mũrangi nĩ aambĩrĩirie gũtambũrũkia kĩrathi mbere ya andũ aingĩ.,kik_Latn,A man in orange lifts a bicycle over his head in front of a crowd .,3225058391_a12d38d911.jpg
Chilika chachilika chinamono mbalu wakuli yize yinasoloka mutu wenyi mu chihela.,cjk_Latn,A brown dog is looking at a black horse that is sticking its head through a fence .,3387661249_33e5ba0bc5.jpg
Karooje gasa ɗon ɓaawo yeeso yimɓe.,fuv_Latn,A race car is spinning out in front of spectators .,3094568845_d0b56c5651.jpg
Otu nwoke yi jaket ojii na-ele anya ala .,ibo_Latn,A man wearing a black jacket looking down .,3330007895_78303e8a40.jpg
Wulu belebeleba ni wulu belebeleba be tulon kɛ taranta la.,dyu_Latn,A brown dog and a grey dog play in the grass .,3522989916_f20319cc59.jpg
Wani yaro ya nitse a kan ɗan ɗan ruwa .,hau_Latn,A young boy dives onto a water toy .,2655647656_ee450446ed.jpg
Umugabo ufite ipantalo y'ubururu yaguye mu kirere,kin_Latn,Man with blue pants flipping in the air .,2351479551_e8820a1ff3.jpg
Mbũi itatũ sya mbwa sya ngundi syendaa kũsemba vandũ ve kĩvindu.,kam_Latn,Three greyhound dogs race around a dark track .,2064417101_3b9d817f4a.jpg
Ðeviwo kple ame tsitsi aɖewo le tsivudo aɖe me le anyigba dzi nɔ fefe wɔm.,ewe_Latn,Children and a few adults are playing in a water fountain on the ground .,2865409854_afedf98860.jpg
Ụmụ nwanyị abụọ nwere ogwe aka ha gburugburu ibe ha na-amụmụ ọnụ ọchị n'ime igwefoto .,ibo_Latn,Two women with their arms around each other smile into the camera .,3399798295_a452963365.jpg
Kaũ ũmwe wa langi wa langi wa langi wa mũkũyũ wĩ ĩũlũ wa ũkanga.,kam_Latn,A purple paraglider flying over the ocean near a cliff .,2057305043_952b8dc82c.jpg
Ọ̀dọ́mọkùnrin kan wà lábẹ́ omi nínú odò ìwẹ̀ .,yor_Latn,A young boy is underwater in a swimming pool .,3688005475_d200165cf7.jpg
Bambwa mibale bazali kosakana pembeni ya mabanga .,lin_Latn,Two dogs playing next to rocks .,239807547_4923efc821.jpg
Saí diiala u soneka mukanda kioso kia xikama bhu mbandu ia kaxa ni bixi.,kmb_Latn,A man writes a note while sitting next to a crate and a bike .,2695085632_10c4e6ea78.jpg
Bantu bavua benza manaya a hockey.,lua_Latn,People playing hockey .,3354489242_dd529ffa1f.jpg
Mbua jiiadi ja mbolo ja mu bhânga mu mavu a mixi.,kmb_Latn,Two brown dogs fight on the leafy ground .,270263570_3160f360d3.jpg
Ou lunga apwile nauto wakuzeneka uze apwile nakusunga mukanda wakuzeneka mumitumba.,cjk_Latn,a man wearing a white suit holding a newspaper walking through the streets .,2848266893_9693c66275.jpg
Nsongalume uvua muimane pabuipi ne mâyi ne uvua upanga mutshi wende wa kuloba ne bantu bakuabu bavua pabuipi nende.,lua_Latn,Young boy standing next to water casting his fishing rod with others next to him .,1350811702_2ce7cfd0c5.jpg
Nwoke na nwanyị guzo n'okpuru osisi ahụ na-ekwu okwu.,ibo_Latn,a man and woman standing underneath the tree are talking .,444803340_fdcaab86f9.jpg
Raan cï tik acï manh cï muk dom dom dom looi tɛ̈n cï moc ye muk.,dik_Latn,A woman takes a picture of a baby wearing a pink hat while a man carries her .,1881494074_1bebd93089.jpg
Mbwa oyo ezali na mwa nzete na monɔkɔ na yango ebimaka na mai.,lin_Latn,A dog with a stick in its mouth climbs out of the water .,947969010_f1ea572e89.jpg
Umwanakashi uwa pa kayak alalundulula amaboko yakwe ilyo amenshi yamupuma.,bem_Latn,Kayak rider raises arms as he 's splashed with water .,3421131122_2e4bde661e.jpg
Àwọn ọmọbìnrin mẹ́ta ń fò sórí ọkọ̀ ojú irin .,yor_Latn,Three girls jumping on a trampoline .,3018467501_a03d404413.jpg
Sin iḍan i d-yettedduent deg yiwen n uḥeṛṛi n lfeṛḥ.,kab_Latn,Two dogs running through a grassy field .,311267421_e204e643cf.jpg
Mũtumia ũmwe ũikarĩte hakuhĩ na mũndũ arĩĩaga gĩkombe kĩa friji.,kik_Latn,A Woman sitting by a man is eating a plate of french fries .,3437273677_47d4462974.jpg
